run,ckpt,n_matrices,disp_fro_total,kl_base_to_ckpt
v3_rlvr_random_ext_lr0.1_s1,/scratch/rhong5/spectral_runs/v3_rlvr_random_ext_lr0.1_s1/ckpt_000300,186,0.13581035098591673,1.822680203661308e-05
v3_rlvr_random_ext_lr0.1_srel10_s0,/scratch/rhong5/spectral_runs/v3_rlvr_random_ext_lr0.1_srel10_s0/ckpt_000300,186,0.9800505523905079,0.00032603534870968425
v3_rlvr_random_ext_lr0.1_srel3_s0,/scratch/rhong5/spectral_runs/v3_rlvr_random_ext_lr0.1_srel3_s0/ckpt_000300,186,0.3527091081180788,5.64125818629111e-05
v3_rlvr_random_ext_lr1_s2,/scratch/rhong5/spectral_runs/v3_rlvr_random_ext_lr1_s2/ckpt_000300,186,0.9350837775660825,0.0010660469646092058
v3_rlvr_spectrum_matched_lr0.1_s0,/scratch/rhong5/spectral_runs/v3_rlvr_spectrum_matched_lr0.1_s0/ckpt_000300,186,0.13587541805433934,5.930141484652829e-05
v3_rlvr_spectrum_matched_lr0.1_s1,/scratch/rhong5/spectral_runs/v3_rlvr_spectrum_matched_lr0.1_s1/ckpt_000300,186,0.13639027364920103,5.960175992811818e-05
v3_rlvr_spectrum_matched_lr0.1_srel10_s0,/scratch/rhong5/spectral_runs/v3_rlvr_spectrum_matched_lr0.1_srel10_s0/ckpt_000300,186,0.9522617303691223,0.001416104390998484
v3_rlvr_spectrum_matched_lr0.1_srel3_s0,/scratch/rhong5/spectral_runs/v3_rlvr_spectrum_matched_lr0.1_srel3_s0/ckpt_000300,186,0.33742079744949366,0.00035926701787427105
v3_rlvr_spectrum_matched_lr1_s2,/scratch/rhong5/spectral_runs/v3_rlvr_spectrum_matched_lr1_s2/ckpt_000300,186,0.8885916377262465,0.0030845038133405925
v3_sft_exact_iso_fixed_lr0.1_s0,/scratch/rhong5/spectral_runs/v3_sft_exact_iso_fixed_lr0.1_s0/ckpt_000300,186,0.48947601866904034,0.025738869015329586
v3_sft_exact_iso_fixed_lr0.1_s1,/scratch/rhong5/spectral_runs/v3_sft_exact_iso_fixed_lr0.1_s1/ckpt_000300,186,0.4895646996993599,0.025644100209042103
v3_sft_exact_iso_lr0.1_s0,/scratch/rhong5/spectral_runs/v3_sft_exact_iso_lr0.1_s0/ckpt_000300,186,0.7961100203261796,0.02403878929159815
v3_sft_exact_iso_lr0.1_s1,/scratch/rhong5/spectral_runs/v3_sft_exact_iso_lr0.1_s1/ckpt_000300,186,0.7922625919037619,0.02420029088164063
v3_sft_frame_matched_lr0.1_s0,/scratch/rhong5/spectral_runs/v3_sft_frame_matched_lr0.1_s0/ckpt_000300,186,0.489591883546436,0.025797311149994537
v3_sft_frame_matched_lr0.1_s1,/scratch/rhong5/spectral_runs/v3_sft_frame_matched_lr0.1_s1/ckpt_000300,186,0.4897792614991241,0.025735155090957106
v3_sft_full_lr0.033_s0,/scratch/rhong5/spectral_runs/v3_sft_full_lr0.033_s0/ckpt_000300,186,0.2611593332936202,0.015028499149748452
v3_sft_full_lr0.033_s1,/scratch/rhong5/spectral_runs/v3_sft_full_lr0.033_s1/ckpt_000300,186,0.26060971661262095,0.014834396381993553
v3_sft_full_lr0.1_s0,/scratch/rhong5/spectral_runs/v3_sft_full_lr0.1_s0/ckpt_000300,186,0.48955775175436733,0.025828653142075206
v3_sft_full_lr0.1_s1,/scratch/rhong5/spectral_runs/v3_sft_full_lr0.1_s1/ckpt_000300,186,0.4895042195742343,0.025670617212867286
v3_sft_full_lr0.33_s0,/scratch/rhong5/spectral_runs/v3_sft_full_lr0.33_s0/ckpt_000300,186,1.2643382838655943,0.07270174669159746
v3_sft_full_lr0.33_s1,/scratch/rhong5/spectral_runs/v3_sft_full_lr0.33_s1/ckpt_000300,186,1.2654968053315327,0.07509839249308363
v3_sft_random_ext_lr0.1_s0,/scratch/rhong5/spectral_runs/v3_sft_random_ext_lr0.1_s0/ckpt_000300,186,2.0563636112934915,0.004575599384875289
v3_sft_random_ext_lr0.1_s1,/scratch/rhong5/spectral_runs/v3_sft_random_ext_lr0.1_s1/ckpt_000300,186,2.0373513581532237,0.0046049248856355985
v3_sft_random_ext_lr0.1_srel10_s0,/scratch/rhong5/spectral_runs/v3_sft_random_ext_lr0.1_srel10_s0/ckpt_000300,186,7.363336054894384,0.015947656986714798
v3_sft_random_ext_lr0.1_srel3_s0,/scratch/rhong5/spectral_runs/v3_sft_random_ext_lr0.1_srel3_s0/ckpt_000300,186,3.794417641066661,0.006566322224220991
v3_sft_random_ext_lr1_s2,/scratch/rhong5/spectral_runs/v3_sft_random_ext_lr1_s2/ckpt_000300,186,6.405961409759849,0.05311033954668038
v3_sft_spectrum_matched_lr0.1_s0,/scratch/rhong5/spectral_runs/v3_sft_spectrum_matched_lr0.1_s0/ckpt_000300,186,1.7444885288823242,0.005859308138778228
v3_sft_spectrum_matched_lr0.1_s1,/scratch/rhong5/spectral_runs/v3_sft_spectrum_matched_lr0.1_s1/ckpt_000300,186,1.7474372091879973,0.005768146662348476
v3_sft_spectrum_matched_lr0.1_srel10_s0,/scratch/rhong5/spectral_runs/v3_sft_spectrum_matched_lr0.1_srel10_s0/ckpt_000300,186,6.382900818863816,0.018994212774965238
v3_sft_spectrum_matched_lr0.1_srel3_s0,/scratch/rhong5/spectral_runs/v3_sft_spectrum_matched_lr0.1_srel3_s0/ckpt_000300,186,3.213758156237079,0.008535617884693888
v3_sft_spectrum_matched_lr1_s2,/scratch/rhong5/spectral_runs/v3_sft_spectrum_matched_lr1_s2/ckpt_000300,186,5.627051148426634,0.05569526554575456
